SYMBOL,source,source_id,module,component
ABI2,ORGDB_GOALL,GO:0006914,Autophagy,GO
ABI2,ORGDB_GOALL,GO:0000422,Autophagy,GO
ABI2,ORGDB_GOALL,GO:0000423,Autophagy,GO
ABI2,ORGDB_GOALL,GO:0016236,Autophagy,GO
ABL1,ORGDB_GOALL,GO:0006914,Autophagy,GO
ABL1,ORGDB_GOALL,GO:0010506,Autophagy,GO
ABL2,ORGDB_GOALL,GO:0006914,Autophagy,GO
ABL2,ORGDB_GOALL,GO:0010506,Autophagy,GO
ACBD5,ORGDB_GOALL,GO:0006914,Autophagy,GO
ACBD5,ORGDB_GOALL,GO:0000425,Autophagy,GO
ACBD5,ORGDB_GOALL,GO:0016236,Autophagy,GO
ACBD5,ORGDB_GOALL,GO:0030242,Autophagy,GO
ACER2,ORGDB_GOALL,GO:0006914,Autophagy,GO
ACER2,ORGDB_GOALL,GO:0010506,Autophagy,GO
ADCY10,ORGDB_GOALL,GO:0006914,Autophagy,GO
ADCY10,ORGDB_GOALL,GO:0000422,Autophagy,GO
ADCY10,ORGDB_GOALL,GO:0000423,Autophagy,GO
ADCY10,ORGDB_GOALL,GO:0010506,Autophagy,GO
ADCY10,ORGDB_GOALL,GO:0016236,Autophagy,GO
ADCY10,ORGDB_GOALL,GO:0016241,Autophagy,GO
ADCY10,ORGDB_GOALL,GO:1901524,Autophagy,GO
ADCY10,ORGDB_GOALL,GO:1903146,Autophagy,GO
ADRA1A,ORGDB_GOALL,GO:0006914,Autophagy,GO
ADRA1A,ORGDB_GOALL,GO:0010506,Autophagy,GO
ADRA1A,ORGDB_GOALL,GO:0010507,Autophagy,GO
ADRB2,ORGDB_GOALL,GO:0006914,Autophagy,GO
ADRB2,ORGDB_GOALL,GO:0010506,Autophagy,GO
ADRB2,ORGDB_GOALL,GO:0010508,Autophagy,GO
ADRB2,ORGDB_GOALL,GO:0016236,Autophagy,GO
ADRB2,ORGDB_GOALL,GO:0016239,Autophagy,GO
ADRB2,ORGDB_GOALL,GO:0016241,Autophagy,GO
ADRB2,ORGDB_GOALL,GO:0061724,Autophagy,GO
ADRB2,ORGDB_GOALL,GO:0097352,Autophagy,GO
ADRB2,ORGDB_GOALL,GO:1901096,Autophagy,GO
ADRB2,ORGDB_GOALL,GO:1901098,Autophagy,GO
ADRB2,ORGDB_GOALL,GO:1904502,Autophagy,GO
ADRB2,ORGDB_GOALL,GO:1904504,Autophagy,GO
AFG2B,ORGDB_GOALL,GO:0006914,Autophagy,GO
AFG2B,ORGDB_GOALL,GO:0016236,Autophagy,GO
AFG2B,ORGDB_GOALL,GO:0097352,Autophagy,GO
AKT1,ORGDB_GOALL,GO:0006914,Autophagy,GO
AKT1,ORGDB_GOALL,GO:0010506,Autophagy,GO
AKT1,ORGDB_GOALL,GO:0010507,Autophagy,GO
AKT1,ORGDB_GOALL,GO:0016236,Autophagy,GO
AKT1,ORGDB_GOALL,GO:0016241,Autophagy,GO
AKT1,ORGDB_GOALL,GO:0016242,Autophagy,GO
AMBRA1,ORGDB_GOALL,GO:0006914,Autophagy,GO
AMBRA1,ORGDB_GOALL,GO:0000045,Autophagy,GO
AMBRA1,ORGDB_GOALL,GO:0000422,Autophagy,GO
AMBRA1,ORGDB_GOALL,GO:0000423,Autophagy,GO
AMBRA1,ORGDB_GOALL,GO:0010506,Autophagy,GO
AMBRA1,ORGDB_GOALL,GO:0010508,Autophagy,GO
AMBRA1,ORGDB_GOALL,GO:0016236,Autophagy,GO
AMBRA1,ORGDB_GOALL,GO:0016239,Autophagy,GO
AMBRA1,ORGDB_GOALL,GO:0016241,Autophagy,GO
AMBRA1,ORGDB_GOALL,GO:1901524,Autophagy,GO
AMBRA1,ORGDB_GOALL,GO:1901526,Autophagy,GO
AMBRA1,ORGDB_GOALL,GO:1903146,Autophagy,GO
AMBRA1,ORGDB_GOALL,GO:1903599,Autophagy,GO
AMBRA1,ORGDB_GOALL,GO:1905037,Autophagy,GO
AMBRA1,MSIGDB_C2_CP:REACTOME,REACTOME_AUTOPHAGY,Autophagy,REACTOME
ANXA7,ORGDB_GOALL,GO:0006914,Autophagy,GO
AP4M1,ORGDB_GOALL,GO:0006914,Autophagy,GO
AP4M1,ORGDB_GOALL,GO:0000045,Autophagy,GO
AP4M1,ORGDB_GOALL,GO:0016236,Autophagy,GO
AP4M1,ORGDB_GOALL,GO:1905037,Autophagy,GO
AP5Z1,ORGDB_GOALL,GO:0006914,Autophagy,GO
AP5Z1,ORGDB_GOALL,GO:0000045,Autophagy,GO
AP5Z1,ORGDB_GOALL,GO:0016236,Autophagy,GO
AP5Z1,ORGDB_GOALL,GO:1905037,Autophagy,GO
ARFIP2,ORGDB_GOALL,GO:0006914,Autophagy,GO
ARFIP2,ORGDB_GOALL,GO:0000045,Autophagy,GO
ARFIP2,ORGDB_GOALL,GO:0000422,Autophagy,GO
ARFIP2,ORGDB_GOALL,GO:0000423,Autophagy,GO
ARFIP2,ORGDB_GOALL,GO:0016236,Autophagy,GO
ARFIP2,ORGDB_GOALL,GO:0034497,Autophagy,GO
ARFIP2,ORGDB_GOALL,GO:1905037,Autophagy,GO
ARHGAP26,ORGDB_GOALL,GO:0006914,Autophagy,GO
ARHGAP26,ORGDB_GOALL,GO:0000422,Autophagy,GO
ARHGAP26,ORGDB_GOALL,GO:0000423,Autophagy,GO
ARHGAP26,ORGDB_GOALL,GO:0016236,Autophagy,GO
ARL13B,MSIGDB_C2_CP:REACTOME,REACTOME_AUTOPHAGY,Autophagy,REACTOME
ARL13B,MSIGDB_C2_CP:REACTOME,REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY,Autophagy,REACTOME
ARL13B,MSIGDB_C2_CP:REACTOME,REACTOME_LATE_ENDOSOMAL_MICROAUTOPHAGY,Autophagy,REACTOME
ARL13B,MSIGDB_C2_CP:REACTOME,REACTOME_SELECTIVE_AUTOPHAGY,Autophagy,REACTOME
ARL8B,ORGDB_GOALL,GO:0006914,Autophagy,GO
ARL8B,ORGDB_GOALL,GO:0016236,Autophagy,GO
ARL8B,ORGDB_GOALL,GO:0061909,Autophagy,GO
ARMC3,ORGDB_GOALL,GO:0006914,Autophagy,GO
ARMC3,ORGDB_GOALL,GO:0016236,Autophagy,GO
ARMC3,ORGDB_GOALL,GO:0034517,Autophagy,GO
ARSB,ORGDB_GOALL,GO:0006914,Autophagy,GO
ASAH1,MSIGDB_C2_CP:REACTOME,REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_LYSOSOME_BIOGENESIS_AND_AUTOPHAGY,Autophagy,REACTOME
ATE1,ORGDB_GOALL,GO:0006914,Autophagy,GO
ATE1,ORGDB_GOALL,GO:0071211,Autophagy,GO
ATF6,ORGDB_GOALL,GO:0006914,Autophagy,GO
ATF6,ORGDB_GOALL,GO:0010506,Autophagy,GO
ATF6,ORGDB_GOALL,GO:0010508,Autophagy,GO
ATG10,ORGDB_GOALL,GO:0006914,Autophagy,GO
ATG10,ORGDB_GOALL,GO:0000045,Autophagy,GO
ATG10,ORGDB_GOALL,GO:0000422,Autophagy,GO
ATG10,ORGDB_GOALL,GO:0000423,Autophagy,GO
ATG10,ORGDB_GOALL,GO:0016236,Autophagy,GO
ATG10,ORGDB_GOALL,GO:1905037,Autophagy,GO
ATG10,MSIGDB_C2_CP:REACTOME,REACTOME_AUTOPHAGY,Autophagy,REACTOME
ATG101,ORGDB_GOALL,GO:0006914,Autophagy,GO
ATG101,ORGDB_GOALL,GO:0000045,Autophagy,GO
ATG101,ORGDB_GOALL,GO:0010506,Autophagy,GO
ATG101,ORGDB_GOALL,GO:0010508,Autophagy,GO
ATG101,ORGDB_GOALL,GO:0016236,Autophagy,GO
ATG101,ORGDB_GOALL,GO:1905037,Autophagy,GO
ATG101,MSIGDB_C2_CP:REACTOME,REACTOME_AUTOPHAGY,Autophagy,REACTOME
ATG12,ORGDB_GOALL,GO:0006914,Autophagy,GO
ATG12,ORGDB_GOALL,GO:0000045,Autophagy,GO
ATG12,ORGDB_GOALL,GO:0000422,Autophagy,GO
ATG12,ORGDB_GOALL,GO:0010506,Autophagy,GO
ATG12,ORGDB_GOALL,GO:0016236,Autophagy,GO
ATG12,ORGDB_GOALL,GO:0016237,Autophagy,GO
ATG12,ORGDB_GOALL,GO:0016241,Autophagy,GO
ATG12,ORGDB_GOALL,GO:0034727,Autophagy,GO
ATG12,ORGDB_GOALL,GO:0044804,Autophagy,GO
ATG12,ORGDB_GOALL,GO:0061723,Autophagy,GO
ATG12,ORGDB_GOALL,GO:0097352,Autophagy,GO
ATG12,ORGDB_GOALL,GO:1901096,Autophagy,GO
ATG12,ORGDB_GOALL,GO:1905037,Autophagy,GO
ATG12,MSIGDB_C2_CP:REACTOME,REACTOME_AUTOPHAGY,Autophagy,REACTOME
ATG12,MSIGDB_C2_CP:REACTOME,REACTOME_SELECTIVE_AUTOPHAGY,Autophagy,REACTOME
ATG13,ORGDB_GOALL,GO:0006914,Autophagy,GO
ATG13,ORGDB_GOALL,GO:0000045,Autophagy,GO
ATG13,ORGDB_GOALL,GO:0000422,Autophagy,GO
ATG13,ORGDB_GOALL,GO:0000423,Autophagy,GO
ATG13,ORGDB_GOALL,GO:0010506,Autophagy,GO
ATG13,ORGDB_GOALL,GO:0010508,Autophagy,GO
ATG13,ORGDB_GOALL,GO:0016236,Autophagy,GO
ATG13,ORGDB_GOALL,GO:0016237,Autophagy,GO
ATG13,ORGDB_GOALL,GO:0034497,Autophagy,GO
ATG13,ORGDB_GOALL,GO:0034727,Autophagy,GO
ATG13,ORGDB_GOALL,GO:0044804,Autophagy,GO
ATG13,ORGDB_GOALL,GO:1905037,Autophagy,GO
ATG13,MSIGDB_C2_CP:REACTOME,REACTOME_AUTOPHAGY,Autophagy,REACTOME
ATG14,ORGDB_GOALL,GO:0006914,Autophagy,GO
ATG14,ORGDB_GOALL,GO:0000045,Autophagy,GO
ATG14,ORGDB_GOALL,GO:0000422,Autophagy,GO
ATG14,ORGDB_GOALL,GO:0000423,Autophagy,GO
ATG14,ORGDB_GOALL,GO:0010506,Autophagy,GO
ATG14,ORGDB_GOALL,GO:0016236,Autophagy,GO
ATG14,ORGDB_GOALL,GO:0016240,Autophagy,GO
ATG14,ORGDB_GOALL,GO:0016241,Autophagy,GO
ATG14,ORGDB_GOALL,GO:0097352,Autophagy,GO
ATG14,ORGDB_GOALL,GO:1905037,Autophagy,GO
ATG14,MSIGDB_C2_CP:REACTOME,REACTOME_AUTOPHAGY,Autophagy,REACTOME
ATG16L1,ORGDB_GOALL,GO:0006914,Autophagy,GO
ATG16L1,ORGDB_GOALL,GO:0000045,Autophagy,GO
ATG16L1,ORGDB_GOALL,GO:0010506,Autophagy,GO
ATG16L1,ORGDB_GOALL,GO:0010508,Autophagy,GO
ATG16L1,ORGDB_GOALL,GO:0016236,Autophagy,GO
ATG16L1,ORGDB_GOALL,GO:0016237,Autophagy,GO
ATG16L1,ORGDB_GOALL,GO:0034497,Autophagy,GO
ATG16L1,ORGDB_GOALL,GO:0098792,Autophagy,GO
ATG16L1,ORGDB_GOALL,GO:1905037,Autophagy,GO
ATG16L1,MSIGDB_C2_CP:REACTOME,REACTOME_AUTOPHAGY,Autophagy,REACTOME
ATG16L2,ORGDB_GOALL,GO:0006914,Autophagy,GO
ATG16L2,ORGDB_GOALL,GO:0000045,Autophagy,GO
ATG16L2,ORGDB_GOALL,GO:0016236,Autophagy,GO
ATG16L2,ORGDB_GOALL,GO:1905037,Autophagy,GO
ATG16L2,MSIGDB_C2_CP:REACTOME,REACTOME_AUTOPHAGY,Autophagy,REACTOME
ATG2A,ORGDB_GOALL,GO:0006914,Autophagy,GO
ATG2A,ORGDB_GOALL,GO:0000045,Autophagy,GO
ATG2A,ORGDB_GOALL,GO:0000422,Autophagy,GO
ATG2A,ORGDB_GOALL,GO:0000425,Autophagy,GO
ATG2A,ORGDB_GOALL,GO:0010506,Autophagy,GO
ATG2A,ORGDB_GOALL,GO:0010508,Autophagy,GO
ATG2A,ORGDB_GOALL,GO:0016236,Autophagy,GO
ATG2A,ORGDB_GOALL,GO:0016237,Autophagy,GO
ATG2A,ORGDB_GOALL,GO:0016239,Autophagy,GO
ATG2A,ORGDB_GOALL,GO:0016241,Autophagy,GO
ATG2A,ORGDB_GOALL,GO:0030242,Autophagy,GO
ATG2A,ORGDB_GOALL,GO:0034727,Autophagy,GO
ATG2A,ORGDB_GOALL,GO:0044804,Autophagy,GO
ATG2A,ORGDB_GOALL,GO:0061709,Autophagy,GO
ATG2A,ORGDB_GOALL,GO:0061723,Autophagy,GO
ATG2A,ORGDB_GOALL,GO:1905037,Autophagy,GO
ATG2A,ORGDB_GOALL,GO:2000785,Autophagy,GO
ATG2A,ORGDB_GOALL,GO:2000786,Autophagy,GO
ATG2B,ORGDB_GOALL,GO:0006914,Autophagy,GO
ATG2B,ORGDB_GOALL,GO:0000045,Autophagy,GO
ATG2B,ORGDB_GOALL,GO:0000422,Autophagy,GO
ATG2B,ORGDB_GOALL,GO:0000425,Autophagy,GO
ATG2B,ORGDB_GOALL,GO:0016236,Autophagy,GO
ATG2B,ORGDB_GOALL,GO:0016237,Autophagy,GO
ATG2B,ORGDB_GOALL,GO:0030242,Autophagy,GO
ATG2B,ORGDB_GOALL,GO:0034727,Autophagy,GO
ATG2B,ORGDB_GOALL,GO:0044804,Autophagy,GO
ATG2B,ORGDB_GOALL,GO:0061709,Autophagy,GO
ATG2B,ORGDB_GOALL,GO:0061723,Autophagy,GO
ATG2B,ORGDB_GOALL,GO:1905037,Autophagy,GO
ATG3,ORGDB_GOALL,GO:0006914,Autophagy,GO
ATG3,ORGDB_GOALL,GO:0000045,Autophagy,GO
ATG3,ORGDB_GOALL,GO:0000422,Autophagy,GO
ATG3,ORGDB_GOALL,GO:0016236,Autophagy,GO
ATG3,ORGDB_GOALL,GO:0044804,Autophagy,GO
ATG3,ORGDB_GOALL,GO:0061723,Autophagy,GO
ATG3,ORGDB_GOALL,GO:1905037,Autophagy,GO
ATG3,MSIGDB_C2_CP:REACTOME,REACTOME_AUTOPHAGY,Autophagy,REACTOME
ATG4A,ORGDB_GOALL,GO:0006914,Autophagy,GO
ATG4A,ORGDB_GOALL,GO:0000045,Autophagy,GO
ATG4A,ORGDB_GOALL,GO:0000422,Autophagy,GO
ATG4A,ORGDB_GOALL,GO:0000423,Autophagy,GO
ATG4A,ORGDB_GOALL,GO:0016236,Autophagy,GO
ATG4A,ORGDB_GOALL,GO:0016237,Autophagy,GO
ATG4A,ORGDB_GOALL,GO:0034727,Autophagy,GO
ATG4A,ORGDB_GOALL,GO:0035973,Autophagy,GO
ATG4A,ORGDB_GOALL,GO:0044804,Autophagy,GO
ATG4A,ORGDB_GOALL,GO:1905037,Autophagy,GO
ATG4A,MSIGDB_C2_CP:REACTOME,REACTOME_AUTOPHAGY,Autophagy,REACTOME
ATG4B,ORGDB_GOALL,GO:0006914,Autophagy,GO
ATG4B,ORGDB_GOALL,GO:0000045,Autophagy,GO
ATG4B,ORGDB_GOALL,GO:0000422,Autophagy,GO
ATG4B,ORGDB_GOALL,GO:0000423,Autophagy,GO
ATG4B,ORGDB_GOALL,GO:0016236,Autophagy,GO
ATG4B,ORGDB_GOALL,GO:0016237,Autophagy,GO
ATG4B,ORGDB_GOALL,GO:0034497,Autophagy,GO
ATG4B,ORGDB_GOALL,GO:0034727,Autophagy,GO
ATG4B,ORGDB_GOALL,GO:0035973,Autophagy,GO
ATG4B,ORGDB_GOALL,GO:0044804,Autophagy,GO
ATG4B,ORGDB_GOALL,GO:1905037,Autophagy,GO
ATG4B,MSIGDB_C2_CP:REACTOME,REACTOME_AUTOPHAGY,Autophagy,REACTOME
ATG4C,ORGDB_GOALL,GO:0006914,Autophagy,GO
ATG4C,ORGDB_GOALL,GO:0000045,Autophagy,GO
ATG4C,ORGDB_GOALL,GO:0000422,Autophagy,GO
ATG4C,ORGDB_GOALL,GO:0000423,Autophagy,GO
ATG4C,ORGDB_GOALL,GO:0016236,Autophagy,GO
ATG4C,ORGDB_GOALL,GO:0016237,Autophagy,GO
ATG4C,ORGDB_GOALL,GO:0034727,Autophagy,GO
ATG4C,ORGDB_GOALL,GO:0035973,Autophagy,GO
ATG4C,ORGDB_GOALL,GO:0044804,Autophagy,GO
ATG4C,ORGDB_GOALL,GO:1905037,Autophagy,GO
ATG4C,MSIGDB_C2_CP:REACTOME,REACTOME_AUTOPHAGY,Autophagy,REACTOME
ATG4D,ORGDB_GOALL,GO:0006914,Autophagy,GO
ATG4D,ORGDB_GOALL,GO:0000045,Autophagy,GO
ATG4D,ORGDB_GOALL,GO:0000422,Autophagy,GO
ATG4D,ORGDB_GOALL,GO:0000423,Autophagy,GO
ATG4D,ORGDB_GOALL,GO:0016236,Autophagy,GO
ATG4D,ORGDB_GOALL,GO:0016237,Autophagy,GO
ATG4D,ORGDB_GOALL,GO:0034497,Autophagy,GO
ATG4D,ORGDB_GOALL,GO:0034727,Autophagy,GO
ATG4D,ORGDB_GOALL,GO:0035973,Autophagy,GO
ATG4D,ORGDB_GOALL,GO:0044804,Autophagy,GO
ATG4D,ORGDB_GOALL,GO:1905037,Autophagy,GO
ATG4D,MSIGDB_C2_CP:REACTOME,REACTOME_AUTOPHAGY,Autophagy,REACTOME
ATG5,ORGDB_GOALL,GO:0006914,Autophagy,GO
ATG5,ORGDB_GOALL,GO:0000045,Autophagy,GO
ATG5,ORGDB_GOALL,GO:0000422,Autophagy,GO
ATG5,ORGDB_GOALL,GO:0000423,Autophagy,GO
ATG5,ORGDB_GOALL,GO:0010506,Autophagy,GO
ATG5,ORGDB_GOALL,GO:0010508,Autophagy,GO
ATG5,ORGDB_GOALL,GO:0016236,Autophagy,GO
ATG5,ORGDB_GOALL,GO:0016237,Autophagy,GO
ATG5,ORGDB_GOALL,GO:0016241,Autophagy,GO
ATG5,ORGDB_GOALL,GO:0034727,Autophagy,GO
ATG5,ORGDB_GOALL,GO:0035973,Autophagy,GO
ATG5,ORGDB_GOALL,GO:0044804,Autophagy,GO
ATG5,ORGDB_GOALL,GO:0061684,Autophagy,GO
ATG5,ORGDB_GOALL,GO:0097352,Autophagy,GO
ATG5,ORGDB_GOALL,GO:1901096,Autophagy,GO
ATG5,ORGDB_GOALL,GO:1905037,Autophagy,GO
ATG5,MSIGDB_C2_CP:REACTOME,REACTOME_AUTOPHAGY,Autophagy,REACTOME
ATG5,MSIGDB_C2_CP:REACTOME,REACTOME_SELECTIVE_AUTOPHAGY,Autophagy,REACTOME
ATG7,ORGDB_GOALL,GO:0006914,Autophagy,GO
ATG7,ORGDB_GOALL,GO:0000045,Autophagy,GO
ATG7,ORGDB_GOALL,GO:0000422,Autophagy,GO
ATG7,ORGDB_GOALL,GO:0000423,Autophagy,GO
ATG7,ORGDB_GOALL,GO:0016236,Autophagy,GO
ATG7,ORGDB_GOALL,GO:0016237,Autophagy,GO
ATG7,ORGDB_GOALL,GO:0034727,Autophagy,GO
ATG7,ORGDB_GOALL,GO:0044804,Autophagy,GO
ATG7,ORGDB_GOALL,GO:1905037,Autophagy,GO
ATG7,MSIGDB_C2_CP:REACTOME,REACTOME_AUTOPHAGY,Autophagy,REACTOME
ATG9A,ORGDB_GOALL,GO:0006914,Autophagy,GO
ATG9A,ORGDB_GOALL,GO:0000045,Autophagy,GO
ATG9A,ORGDB_GOALL,GO:0000422,Autophagy,GO
ATG9A,ORGDB_GOALL,GO:0000423,Autophagy,GO
ATG9A,ORGDB_GOALL,GO:0016236,Autophagy,GO
ATG9A,ORGDB_GOALL,GO:0016237,Autophagy,GO
ATG9A,ORGDB_GOALL,GO:0034497,Autophagy,GO
ATG9A,ORGDB_GOALL,GO:0034727,Autophagy,GO
ATG9A,ORGDB_GOALL,GO:0044804,Autophagy,GO
ATG9A,ORGDB_GOALL,GO:0061709,Autophagy,GO
ATG9A,ORGDB_GOALL,GO:1905037,Autophagy,GO
ATG9A,MSIGDB_C2_CP:REACTOME,REACTOME_AUTOPHAGY,Autophagy,REACTOME
ATG9A,MSIGDB_C2_CP:REACTOME,REACTOME_SELECTIVE_AUTOPHAGY,Autophagy,REACTOME
ATG9B,ORGDB_GOALL,GO:0006914,Autophagy,GO
ATG9B,ORGDB_GOALL,GO:0000045,Autophagy,GO
ATG9B,ORGDB_GOALL,GO:0000422,Autophagy,GO
ATG9B,ORGDB_GOALL,GO:0000423,Autophagy,GO
ATG9B,ORGDB_GOALL,GO:0016236,Autophagy,GO
ATG9B,ORGDB_GOALL,GO:0016237,Autophagy,GO
ATG9B,ORGDB_GOALL,GO:0034497,Autophagy,GO
ATG9B,ORGDB_GOALL,GO:0034727,Autophagy,GO
ATG9B,ORGDB_GOALL,GO:0044804,Autophagy,GO
ATG9B,ORGDB_GOALL,GO:0061709,Autophagy,GO
ATG9B,ORGDB_GOALL,GO:1905037,Autophagy,GO
ATG9B,MSIGDB_C2_CP:REACTOME,REACTOME_AUTOPHAGY,Autophagy,REACTOME
ATM,ORGDB_GOALL,GO:0006914,Autophagy,GO
ATM,ORGDB_GOALL,GO:0000045,Autophagy,GO
ATM,ORGDB_GOALL,GO:0000425,Autophagy,GO
ATM,ORGDB_GOALL,GO:0010506,Autophagy,GO
ATM,ORGDB_GOALL,GO:0010508,Autophagy,GO
ATM,ORGDB_GOALL,GO:0016236,Autophagy,GO
ATM,ORGDB_GOALL,GO:0016239,Autophagy,GO
ATM,ORGDB_GOALL,GO:0016241,Autophagy,GO
ATM,ORGDB_GOALL,GO:0030242,Autophagy,GO
ATM,ORGDB_GOALL,GO:1905037,Autophagy,GO
ATM,ORGDB_GOALL,GO:2000785,Autophagy,GO
ATM,ORGDB_GOALL,GO:2000786,Autophagy,GO
ATM,MSIGDB_C2_CP:REACTOME,REACTOME_AUTOPHAGY,Autophagy,REACTOME
ATM,MSIGDB_C2_CP:REACTOME,REACTOME_SELECTIVE_AUTOPHAGY,Autophagy,REACTOME
ATP13A2,ORGDB_GOALL,GO:0006914,Autophagy,GO
ATP13A2,ORGDB_GOALL,GO:0000422,Autophagy,GO
ATP13A2,ORGDB_GOALL,GO:0010506,Autophagy,GO
ATP13A2,ORGDB_GOALL,GO:0016236,Autophagy,GO
ATP13A2,ORGDB_GOALL,GO:0016241,Autophagy,GO
ATP13A2,ORGDB_GOALL,GO:0016243,Autophagy,GO
ATP13A2,ORGDB_GOALL,GO:0061684,Autophagy,GO
ATP13A2,ORGDB_GOALL,GO:0061909,Autophagy,GO
ATP13A2,ORGDB_GOALL,GO:1903146,Autophagy,GO
ATP13A2,ORGDB_GOALL,GO:1904714,Autophagy,GO
ATP13A2,ORGDB_GOALL,GO:1905037,Autophagy,GO
ATP2A2,ORGDB_GOALL,GO:0006914,Autophagy,GO
ATP2A2,ORGDB_GOALL,GO:0000045,Autophagy,GO
ATP2A2,ORGDB_GOALL,GO:0016236,Autophagy,GO
ATP2A2,ORGDB_GOALL,GO:0016240,Autophagy,GO
ATP2A2,ORGDB_GOALL,GO:0097352,Autophagy,GO
ATP2A2,ORGDB_GOALL,GO:1905037,Autophagy,GO
ATP5IF1,ORGDB_GOALL,GO:0006914,Autophagy,GO
ATP5IF1,ORGDB_GOALL,GO:0000422,Autophagy,GO
ATP5IF1,ORGDB_GOALL,GO:0000423,Autophagy,GO
ATP5IF1,ORGDB_GOALL,GO:0010506,Autophagy,GO
ATP5IF1,ORGDB_GOALL,GO:0010508,Autophagy,GO
ATP5IF1,ORGDB_GOALL,GO:0016236,Autophagy,GO
ATP5IF1,ORGDB_GOALL,GO:0016239,Autophagy,GO
ATP5IF1,ORGDB_GOALL,GO:0016241,Autophagy,GO
ATP5IF1,ORGDB_GOALL,GO:0061734,Autophagy,GO
ATP5IF1,ORGDB_GOALL,GO:1901524,Autophagy,GO
ATP5IF1,ORGDB_GOALL,GO:1901526,Autophagy,GO
ATP5IF1,ORGDB_GOALL,GO:1903146,Autophagy,GO
ATP5IF1,ORGDB_GOALL,GO:1903599,Autophagy,GO
ATP5IF1,ORGDB_GOALL,GO:1905089,Autophagy,GO
ATP5IF1,ORGDB_GOALL,GO:1905091,Autophagy,GO
ATP6AP2,MSIGDB_C2_CP:REACTOME,REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_LYSOSOME_BIOGENESIS_AND_AUTOPHAGY,Autophagy,REACTOME
ATP6V0A1,ORGDB_GOALL,GO:0006914,Autophagy,GO
ATP6V0A1,ORGDB_GOALL,GO:0010506,Autophagy,GO
ATP6V0A1,ORGDB_GOALL,GO:0016236,Autophagy,GO
ATP6V0A1,ORGDB_GOALL,GO:0016241,Autophagy,GO
ATP6V0A1,MSIGDB_C2_CP:REACTOME,REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_LYSOSOME_BIOGENESIS_AND_AUTOPHAGY,Autophagy,REACTOME
ATP6V0A2,ORGDB_GOALL,GO:0006914,Autophagy,GO
ATP6V0A2,ORGDB_GOALL,GO:0010506,Autophagy,GO
ATP6V0A2,ORGDB_GOALL,GO:0016236,Autophagy,GO
ATP6V0A2,ORGDB_GOALL,GO:0016241,Autophagy,GO
ATP6V0B,ORGDB_GOALL,GO:0006914,Autophagy,GO
ATP6V0B,ORGDB_GOALL,GO:0010506,Autophagy,GO
ATP6V0B,ORGDB_GOALL,GO:0016236,Autophagy,GO
ATP6V0B,ORGDB_GOALL,GO:0016241,Autophagy,GO
ATP6V0B,MSIGDB_C2_CP:REACTOME,REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_LYSOSOME_BIOGENESIS_AND_AUTOPHAGY,Autophagy,REACTOME
ATP6V0C,ORGDB_GOALL,GO:0006914,Autophagy,GO
ATP6V0C,ORGDB_GOALL,GO:0010506,Autophagy,GO
ATP6V0C,ORGDB_GOALL,GO:0016236,Autophagy,GO
ATP6V0C,ORGDB_GOALL,GO:0016241,Autophagy,GO
ATP6V0C,MSIGDB_C2_CP:REACTOME,REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_LYSOSOME_BIOGENESIS_AND_AUTOPHAGY,Autophagy,REACTOME
ATP6V0D1,ORGDB_GOALL,GO:0006914,Autophagy,GO
ATP6V0D1,ORGDB_GOALL,GO:0010506,Autophagy,GO
ATP6V0D1,ORGDB_GOALL,GO:0016236,Autophagy,GO
ATP6V0D1,ORGDB_GOALL,GO:0016241,Autophagy,GO
ATP6V0D1,MSIGDB_C2_CP:REACTOME,REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_LYSOSOME_BIOGENESIS_AND_AUTOPHAGY,Autophagy,REACTOME
ATP6V0D2,ORGDB_GOALL,GO:0006914,Autophagy,GO
ATP6V0D2,ORGDB_GOALL,GO:0010506,Autophagy,GO
ATP6V0D2,ORGDB_GOALL,GO:0016236,Autophagy,GO
ATP6V0D2,ORGDB_GOALL,GO:0016241,Autophagy,GO
ATP6V0E1,ORGDB_GOALL,GO:0006914,Autophagy,GO
ATP6V0E1,ORGDB_GOALL,GO:0010506,Autophagy,GO
ATP6V0E1,ORGDB_GOALL,GO:0016236,Autophagy,GO
ATP6V0E1,ORGDB_GOALL,GO:0016241,Autophagy,GO
ATP6V0E1,MSIGDB_C2_CP:REACTOME,REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_LYSOSOME_BIOGENESIS_AND_AUTOPHAGY,Autophagy,REACTOME
ATP6V0E2,ORGDB_GOALL,GO:0006914,Autophagy,GO
ATP6V0E2,ORGDB_GOALL,GO:0010506,Autophagy,GO
ATP6V0E2,ORGDB_GOALL,GO:0016236,Autophagy,GO
ATP6V0E2,ORGDB_GOALL,GO:0016241,Autophagy,GO
