SYMBOL,source,source_id,module,component
UBE2V2,MSIGDB_C2_CP:REACTOME,REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION,UPS,REACTOME
UBE2V2,MSIGDB_C2_CP:REACTOME,REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS,UPS,REACTOME
UBE2V2,MSIGDB_C2_CP:REACTOME,REACTOME_PROTEIN_UBIQUITINATION,UPS,REACTOME
UBE2W,ORGDB_GOALL,GO:0006511,UPS,GO
UBE2W,ORGDB_GOALL,GO:0043161,UPS,GO
UBE2W,MSIGDB_C2_CP:REACTOME,REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION,UPS,REACTOME
UBE2W,MSIGDB_C2_CP:REACTOME,REACTOME_PROTEIN_UBIQUITINATION,UPS,REACTOME
UBE2W,MSIGDB_C2_CP:REACTOME,REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES,UPS,REACTOME
UBE2Z,ORGDB_GOALL,GO:0006511,UPS,GO
UBE2Z,MSIGDB_C2_CP:REACTOME,REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION,UPS,REACTOME
UBE2Z,MSIGDB_C2_CP:REACTOME,REACTOME_PROTEIN_UBIQUITINATION,UPS,REACTOME
UBE2Z,MSIGDB_C2_CP:REACTOME,REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES,UPS,REACTOME
UBE3A,ORGDB_GOALL,GO:0006511,UPS,GO
UBE3A,ORGDB_GOALL,GO:0043161,UPS,GO
